"imdb_id" "name" "gross" "date" "theater" "time" "num_of_shows" "ticket_price" "num_of_attendees" "day" "avg_attendence"
"4482" "tt4316236" "THE BLACK PANTHERS: VANGUARD OF THE REVOLUTION - MUST END TONIGHT! (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/2480584>Purchase Tickets Online</a>)" 344 2015-12-29 1 "19:00" 1 8 43 "Tuesday" 43
"4483" "tt4370926" "A GAY GIRL IN DAMASCUS: THE AMINA PROFILE" 24 2015-12-11 2 "18:00" 1 8 3 "Friday" 3
"4484" "tt4370926" "A GAY GIRL IN DAMASCUS: THE AMINA PROFILE--MUST END THIS WEEK!!" 107 2015-12-13 1 "15:00" 1 8 13 "Sunday" 13
"4485" "tt4370926" "A GAY GIRL IN DAMASCUS: THE AMINA PROFILE - MUST END TONIGHT!" 48 2015-12-15 2 "21:20" 1 8 6 "Tuesday" 6
"4486" "tt4397346" "BIKES vs. CARS (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/2462804>Purchase Tickets Online</a>)" 176 2015-12-08 2 "19:00" 1 8 22 "Tuesday" 22
"4487" "tt4594834" "CHI-RAQ" 376 2015-12-25 1 "19:40" 1 8 47 "Friday" 47
"4488" "tt4594834" "CHI-RAQ" 352 2015-12-26 2 "21:00" 1 8 44 "Saturday" 44
"4489" "tt4594834" "CHI-RAQ" 296 2015-12-28 1 "17:30" 1 8 37 "Monday" 37
"4490" "tt4594834" "CHI-RAQ" 216 2015-12-29 2 "14:15" 1 8 27 "Tuesday" 27
"4491" "tt4594834" "CHI-RAQ" 640 2015-12-30 1 "20:50" 1 8 80 "Wednesday" 80
"4492" "tt4594834" "CHI-RAQ" 612 2016-01-02 1 "18:30" 1 8 76 "Saturday" 76
"4493" "tt4594834" "CHI-RAQ" 440 2016-01-05 1 "20:45" 1 8 55 "Tuesday" 55
"4494" "tt4594834" "CHI-RAQ" 472 2016-01-09 2 "21:55" 1 8 59 "Saturday" 59
"4495" "tt4594834" "CHI-RAQ" 152 2016-01-10 2 "21:00" 1 8 19 "Sunday" 19
"4496" "tt4594834" "CHI-RAQ (Baby Brigade)" 150 2016-01-11 2 "18:30" 1 8 19 "Monday" 19
"4497" "tt4594834" "CHI-RAQ" 60 2016-01-12 2 "21:20" 1 8 8 "Tuesday" 8
"4498" "tt4594834" "CHI-RAQ" 328 2016-01-13 2 "18:40" 1 8 41 "Wednesday" 41
"4499" "tt4594834" "CHI-RAQ" 196 2016-01-18 2 "12:30" 1 8 24 "Monday" 24
"4500" "tt4643580" "UN GALLO CON MUCHOS HUEVOS" 16 2015-10-16 2 "16:00" 1 8 2 "Friday" 2
"4501" "tt4643580" "UN GALLO CON MUCHOS HUEVOS" 16 2015-10-17 2 "12:45" 1 8 2 "Saturday" 2
"4502" "tt4643580" "UN GALLO CON MUCHOS HUEVOS" 48 2015-10-18 1 "14:10" 1 8 6 "Sunday" 6
"4503" "tt4935334" "SOUTHBOUND (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/295?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 24 2016-02-13 1 "22:00" 1 8 3 "Saturday" 3
"4504" "tt4935334" "SOUTHBOUND (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/312?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 44 2016-02-15 1 "21:25" 1 8 6 "Monday" 6
"4505" "tt4935446" "HEART OF A DOG" 224 2016-01-01 1 "14:30" 1 8 28 "Friday" 28
"4506" "tt4935446" "HEART OF A DOG (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/2481220>Purchase Tickets Online</a>)" 320 2016-01-05 1 "19:00" 1 8 40 "Tuesday" 40
"4507" "tt5428662" "OSCAR SHORTS: LIVE ACTION (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/254?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 256 2016-02-05 1 "17:30" 1 8 32 "Friday" 32
"4508" "tt5428662" "OSCAR SHORTS: LIVE ACTION (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/268?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 168 2016-02-08 2 "18:30" 1 8 21 "Monday" 21
"4509" "tt5428662" "OSCAR SHORTS: LIVE ACTION (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/281?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 157 2016-02-11 2 "20:50" 1 8 20 "Thursday" 20
"4510" "tt5428662" "OSCAR SHORTS: LIVE ACTION (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/285?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 102 2016-02-12 1 "17:30" 1 8 13 "Friday" 13
"4511" "tt5428662" "OSCAR SHORTS: LIVE ACTION (Baby Brigade) (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/314?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 86 2016-02-15 2 "16:20" 1 8 11 "Monday" 11
"4512" "tt5434972" "FASTBALL (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/489?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 54 2016-03-25 2 "17:30" 1 8 7 "Friday" 7
"4513" "tt5434972" "FASTBALL (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/490?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 87 2016-03-27 1 "15:00" 1 8 11 "Sunday" 11
"4514" "tt1618399" "THE WAITING ROOM (Q & A with director Pete Nicks)  <a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/352122\">Purchase Tickets Online</a>" 668 2013-03-09 2 "16:30" 3 7.33333333333333 91 "Saturday" 30
"4515" "tt0091369" "LABYRINTH Quote-Along with Barely Legal (<a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/363035\">Purchase Tickets Online</a>)" 827 2013-03-30 2 "22:30" 1 7 118 "Saturday" 118
"4516" "tt0770828" "MAN OF STEEL" 444 2013-08-10 2 "20:30" 2 7 63 "Saturday" 32
"4517" "tt0770828" "MAN OF STEEL" 342 2013-08-11 2 "17:40" 2 7 49 "Sunday" 24
"4518" "tt1411704" "HOP (Easter Brunch)" 164 2013-03-31 2 "12:30" 1 7 23 "Sunday" 23
"4519" "tt1860353" "TURBO" 550 2013-08-31 2 "12:45" 2 7 79 "Saturday" 40
"4520" "tt2094064" "MUCH ADO ABOUT NOTHING" 938 2013-08-10 2 "15:00" 2 7 134 "Saturday" 67
"4521" "tt2396566" "20 FEET FROM STARDOM" 522 2013-08-18 2 "19:45" 2 7 75 "Sunday" 38
"4522" "tt2396566" "20 FEET FROM STARDOM" 366 2013-08-25 2 "12:30" 2 7 52 "Sunday" 26
"4523" "tt2545118" "BLACK FISH" 342 2013-08-31 2 "17:40" 2 7 49 "Saturday" 24
"4524" "" "TWIRL: A CELEBRATION OF QUEER PARTNERED DANCE! (Spectrum Queer Media)" 204 2013-03-10 2 "15:00" 2 6 34 "Sunday" 17
"4525" "tt0022286" "THE PUBLIC ENEMY ~~ SF Beer Week" 224 2013-02-08 2 "21:30" 1 6 37 "Friday" 37
"4526" "tt0022286" "THE PUBLIC ENEMY ~~ SF Beer Week" 330 2013-02-09 2 "21:30" 1 6 55 "Saturday" 55
"4527" "tt0024216" "KING KONG hosted by Lord Blood-Rah (Thrillville Theater) <a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/383993\">Purchase Tickets Online</a>" 204 2013-05-26 2 "18:00" 1 6 34 "Sunday" 34
"4528" "tt0026138" "THE BRIDE OF FRANKENSTEIN with guest host LORD BLOOD-RAH (THRILLVILLE THEATER)" 240 2013-02-10 2 "18:00" 1 6 40 "Sunday" 40
"4529" "tt0037120" "NATIONAL VELVET (New Parkway Family Classics)" 41 2013-07-12 1 "16:00" 1 6 7 "Friday" 7
"4530" "tt0037120" "NATIONAL VELVET (New Parkway Family Classics)" 78 2013-07-13 1 "12:30" 1 6 13 "Saturday" 13
"4531" "tt0037913" "MILDRED PIERCE (Mother's Day Brunch) <a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/376177\">Purchase Tickets Online</a>" 162 2013-05-12 1 "11:15" 1 6 27 "Sunday" 27
"4532" "tt0042546" "HARVEY (Easter Brunch)" 150 2013-03-31 1 "13:30" 1 6 25 "Sunday" 25
"4533" "tt0045464" "THE 5,000 FINGERS OF DR. T (New Parkway Family Classics)" 102 2013-03-15 1 "16:00" 1 6 17 "Friday" 17
"4534" "tt0045464" "THE 5,000 FINGERS OF DR. T (<a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/356414\">Purchase Tickets Online</a>)" 210 2013-03-16 1 "22:30" 2 6 35 "Saturday" 18
"4535" "tt0046250" "ROMAN HOLIDAY (Valentine Dinner)" 574 2013-02-14 1 "19:00" 1 6 96 "Thursday" 96
"4536" "tt0047577" "THRILLVILLE 16th Anniversary! THIS ISLAND EARTH (Thrillville Theater) <a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/367688\">Purchase Tickets Online</a>" 276 2013-04-14 2 "18:00" 1 6 46 "Sunday" 46
"4537" "tt0050084" "20 MILLION MILES TO EARTH guest hosted by the Queen's Slumber Party (Thrillville Theater) <a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/354925\">Purchase Tickets Online</a>" 112 2013-03-17 2 "18:30" 1 6 19 "Sunday" 19
"4538" "tt0050908" "ROCK BABY ROCK IT (Thrillville Theater)" 84 2013-08-04 2 "18:00" 1 6 14 "Sunday" 14
"4539" "tt0051337" "THE 7TH VOYAGE OF SINBAD (Thrillville Theater)" 405 2013-07-21 2 "18:00" 1 6 68 "Sunday" 68
"4540" "tt0052104" "QUEEN OF OUTER SPACE with guest host Queen's Slumber Party (Thrillville Theater) <a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/397066\">Purchase Tickets Online</a>" 144 2013-06-09 2 "18:00" 1 6 24 "Sunday" 24
"4541" "tt0052646" "THE BRAIN THAT WOULDN'T DIE hosted by Misery Ann Mayhem (Thrillville Theater) <a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/397075\">Purchase Tickets Online</a>" 60 2013-06-16 2 "18:00" 1 6 10 "Sunday" 10
"4542" "tt0053363" "THE TINGLER with guest host The Undertaker (Thrillville Theater) <a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/367693\">Purchase Tickets Online</a>" 232 2013-04-28 2 "18:00" 1 6 39 "Sunday" 39
"4543" "tt0054692" "BLUE HAWAII (Thrillville Theater)" 174 2013-01-06 2 "18:00" 1 6 29 "Sunday" 29
"4544" "tt0055198" "MOTHRA hosted by August Ragone (Thrillville Theater) <a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/383982\">Purchase Tickets Online</a>" 736 2013-05-12 2 "18:00" 1 6 123 "Sunday" 123
"4545" "tt0056142" "KING KONG VS. GODZILLA (Thrillville Theater) (<a target=”_blank” href=http://www.brownpapertickets.com/event/433188>Purchase Tickets Online</a>)" 682 2013-08-11 2 "18:00" 1 6 114 "Sunday" 114
"4546" "tt0056875" "BLOOD FEAST (Thrillville Theater) <a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/417999\">Purchase Tickets Online</a>" 42 2013-07-07 2 "18:00" 1 6 7 "Sunday" 7
"4547" "tt0056923" "CHARADE (Party at the Parkway) <a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/398471\">Purchase Tickets Online</a>" 348 2013-06-16 2 "21:00" 1 6 58 "Sunday" 58
"4548" "tt0057197" "JASON AND THE ARGONAUTS (Thrillville Theater)" 534 2013-01-20 1 "18:00" 1 6 89 "Sunday" 89
"4549" "tt0058150" "GOLDFINGER (Thrillville Theater)" 183 2013-07-14 2 "18:00" 1 6 30 "Sunday" 30
"4550" "tt0058548" "Santa Claus Conquers the Martians (Thrillville Theater)" 132 2012-12-23 1 "18:00" 1 6 22 "Sunday" 22
"4551" "tt0059742" "THE SOUND OF MUSIC (New Parkway Family Classics)" 207 2013-04-19 2 "16:00" 1 6 34 "Friday" 34
"4552" "tt0059742" "THE SOUND OF MUSIC (New Parkway Family Classics)" 138 2013-04-20 2 "11:00" 1 6 23 "Saturday" 23
"4553" "tt0059742" "THE SOUND OF MUSIC (New Parkway Family Classics)" 96 2013-04-21 1 "12:30" 1 6 16 "Sunday" 16
"4554" "tt0062711" "Barbarella (Thrillville Theater)" 450 2012-12-30 2 "18:00" 1 6 75 "Sunday" 75
"4555" "tt0062803" "CHITTY CHITTY BANG BANG (New Parkway Family Classics)" 113 2013-05-17 2 "16:00" 1 6 19 "Friday" 19
"4556" "tt0062803" "CHITTY CHITTY BANG BANG (New Parkway Family Classics)" 78 2013-05-18 2 "12:30" 1 6 13 "Saturday" 13
"4557" "tt0065214" "THE WILD BUNCH (Thrillville Theater) <a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/397090\">Purchase Tickets Online</a>" 158 2013-06-30 2 "18:00" 1 6 26 "Sunday" 26
"4558" "tt0065944" "KING: A FILMED RECORD (<a target=”_blank” href=http://brownpapertickets.com/event/433443>Purchase Tickets Online</a>)" 884 2013-08-28 2 "18:30" 1 6 147 "Wednesday" 147
"4559" "tt0066518" "THE VAMPIRE LOVERS with host Misery Ann Mayhem (Thrillville Theater)" 354 2013-02-17 2 "18:30" 1 6 59 "Sunday" 59
"4560" "tt0067185" "HAROLD and MAUDE (Parkway Classics)" 828 2013-02-14 2 "21:00" 2 6 138 "Thursday" 69
"4561" "tt0067992" "WILLY WONKA & THE CHOCOLATE FACTORY (New Parkway Family Classics)" 346 2013-02-01 1 "16:00" 1 6 58 "Friday" 58
"4562" "tt0067992" "WILLY WONKA & THE CHOCOLATE FACTORY (New Parkway Family Classics)" 180 2013-02-02 1 "11:00" 1 6 30 "Saturday" 30
"4563" "tt0067992" "WILLY WONKA & THE CHOCOLATE FACTORY (New Parkway Family Classics)" 204 2013-08-09 2 "16:00" 1 6 34 "Friday" 34
"4564" "tt0067992" "WILLY WONKA & THE CHOCOLATE FACTORY (New Parkway Family Classics)" 132 2013-08-10 2 "12:30" 1 6 22 "Saturday" 22
"4565" "tt0069005" "NIGHT OF THE LEPUS (Thrillville Theater) <a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/360892\">Purchase Tickets Online</a>" 156 2013-03-31 2 "18:00" 1 6 26 "Sunday" 26
"4566" "tt0069089" "PINK FLAMINGOS (Parkway Classics) <a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/378119\">Purchase Tickets Online</a>" 410 2013-05-30 2 "21:00" 1 6 68 "Thursday" 68
"4567" "tt0070016" "CHARLOTTE'S WEB (New Parkway Family Classics)" 135 2013-05-10 2 "16:00" 1 6 22 "Friday" 22
"4568" "tt0070016" "CHARLOTTE'S WEB (New Parkway Family Classics)" 399 2013-05-11 2 "12:30" 1 6 66 "Saturday" 66
"4569" "tt0070034" "ENTER THE DRAGON (Thrillville Theater)" 318 2013-01-27 2 "18:00" 1 6 53 "Sunday" 53
"4570" "tt0071230" "Blazing Saddles" 106 2013-03-01 1 "23:55" 1 6 18 "Friday" 18
"4571" "tt0071230" "BLAZING SADDLES" 84 2013-03-02 2 "23:55" 1 6 14 "Saturday" 14
"4572" "tt0071517" "FOXY BROWN (Thrillville Theater) <a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/383986\">Purchase Tickets Online</a>" 84 2013-05-19 2 "18:00" 1 6 14 "Sunday" 14
"4573" "tt0072856" "DEATH RACE 2000 hosted by Lord Blood-Rah (Thrillville Theater) <a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/397083\">Purchase Tickets Online</a>" 114 2013-06-23 2 "18:00" 1 6 19 "Sunday" 19
"4574" "tt0073195" "JAWS (<a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/404836\">Purchase Tickets Online</a>)" 173 2013-07-04 2 "18:30" 1 6 29 "Thursday" 29
"4575" "tt0077631" "GREASE SINGALONG with Barely Legal" 258 2013-01-26 2 "23:55" 1 6 43 "Saturday" 43
"4576" "tt0077631" "GREASE SINGALONG" 132 2013-01-27 1 "21:00" 1 6 22 "Sunday" 22
"4577" "tt0078504" "THE WIZ (New Parkway Family Classics)" 60 2013-03-01 1 "16:00" 1 6 10 "Friday" 10
"4578" "tt0078504" "THE WIZ" 214 2013-03-02 1 "23:55" 2 6 36 "Saturday" 18
"4579" "tt0079588" "THE MUPPET MOVIE (New Parkway Family Classics)" 229 2013-03-22 1 "16:00" 1 6 38 "Friday" 38
"4580" "tt0079588" "THE MUPPET MOVIE (New Parkway Family Classics)" 205 2013-03-23 1 "12:30" 1 6 34 "Saturday" 34
"4581" "tt0079766" "QUADROPHENIA (Parkway Classics)" 305 2013-03-07 1 "21:30" 1 6 51 "Thursday" 51
"4582" "tt0079813" "ROCK N' ROLL HIGH SCHOOL (<a target=”_blank” href=http://www.brownpapertickets.com/event/441931>Purchase Tickets Online</a>)" 420 2013-08-31 2 "22:30" 1 6 70 "Saturday" 70
"4583" "tt0080057" "Lucio Fulci's ZOMBI 2 (Parkway Grindhouse)" 258 2013-01-25 2 "23:59" 1 6 43 "Friday" 43
"4584" "tt0080057" "Lucio Fulci's ZOMBI 2 (Parkway Grindhouse)" 86 2013-01-29 1 "22:00" 1 6 14 "Tuesday" 14
"4585" "tt0080120" "THE WARRIORS (Thrillville Theater) (<a target=”_blank” href=http://www.brownpapertickets.com/event/433197>Purchase Tickets Online</a>)" 466 2013-08-25 2 "18:00" 1 6 78 "Sunday" 78
"4586" "tt0081184" "MOTEL HELL (<a target=”_blank” href=http://www.brownpapertickets.com/event/441897>Purchase Tickets Online</a>)" 320 2013-08-30 2 "22:30" 1 6 53 "Friday" 53
"4587" "tt0082418" "FRIDAY THE 13TH, PART II, presented by Misery Ann Mayhem  (<a target=”_blank” href=http://www.brownpapertickets.com/event/423568>Purchase Tickets Online</a>)" 150 2013-07-26 2 "22:30" 1 6 25 "Friday" 25
"4588" "tt0082474" "THE GREAT MUPPET CAPER (New Parkway Family Classics)" 259 2013-04-26 2 "16:00" 1 6 43 "Friday" 43
"4589" "tt0082474" "THE GREAT MUPPET CAPER (New Parkway Family Classics)" 221 2013-04-27 2 "12:30" 1 6 37 "Saturday" 37
"4590" "tt0082766" "MOMMIE DEAREST (Mother's Day Brunch) <a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/376177\">Purchase Tickets Online</a>" 246 2013-05-12 1 "13:30" 1 6 41 "Sunday" 41
"4591" "tt0082971" "RAIDERS OF THE LOST ARK (Parkway Classics)" 606 2013-01-24 2 "21:00" 1 6 101 "Thursday" 101
"4592" "tt0083866" "E.T. THE EXTRA TERRESTRIAL (New Parkway Family Classics)" 85 2013-01-11 1 "16:00" 1 6 14 "Friday" 14
"4593" "tt0083866" "E.T. THE EXTRA TERRESTRIAL (New Parkway Family Classics)" 115 2013-01-12 1 "11:00" 1 6 19 "Saturday" 19
"4594" "tt0083907" "THE EVIL DEAD with host Misery Ann Mayhem (Parkway Grindhouse) <a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/359544\">Purchase Tickets Online</a>" 444 2013-03-29 2 "22:30" 1 6 74 "Friday" 74
"4595" "tt0084237" "THE LAST UNICORN (New Parkway Family Classics)" 90 2013-05-03 1 "16:00" 1 6 15 "Friday" 15
"4596" "tt0084237" "THE LAST UNICORN (New Parkway Family Classics)" 264 2013-05-05 2 "12:30" 1 6 44 "Sunday" 44
"4597" "tt0084503" "PINK FLOYD THE WALL" 102 2013-02-01 1 "23:30" 1 6 17 "Friday" 17
"4598" "tt0084503" "PINK FLOYD THE WALL (<a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/342188\">Purchase Tickets Online</a>)" 78 2013-02-23 1 "22:30" 1 6 13 "Saturday" 13
"4599" "tt0084649" "The Secret of NIMH (New Parkway Family Classics)" 80 2013-07-05 1 "16:00" 1 6 13 "Friday" 13
"4600" "tt0084649" "SECRET OF NIMH (New Parkway Family Classics)" 126 2013-07-06 2 "12:30" 1 6 21 "Saturday" 21
"4601" "tt0086320" "SLEEPAWAY CAMP with guest host Misery Ann Mayhem (Parkway Grindhouse)" 258 2013-06-28 2 "22:30" 1 6 43 "Friday" 43
"4602" "tt0086525" "VALLEY GIRL (Parkway Classics) <a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/318411\">Purchase Tickets Online</a>" 282 2013-02-21 2 "21:30" 1 6 47 "Thursday" 47
"4603" "tt0087332" "GHOSTBUSTERS (New Parkway Family Classics)" 135 2013-06-07 1 "16:00" 1 6 22 "Friday" 22
"4604" "tt0087332" "GHOSTBUSTERS (New Parkway Family Classics)" 120 2013-06-08 2 "12:30" 1 6 20 "Saturday" 20
"4605" "tt0087957" "PURPLE RAIN" 318 2013-03-22 2 "22:15" 1 6 53 "Friday" 53
"4606" "tt0087957" "PURPLE RAIN" 72 2013-03-23 1 "23:15" 1 6 12 "Saturday" 12
"4607" "tt0087957" "PURPLE RAIN SING-ALONG (<a href=\"http://www.spectrumqueermedia.com\">Spectrum Queer Media</a>)  <a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/397775\">Purchase Tickets Online</a>" 611 2013-06-09 2 "15:00" 1 6 102 "Sunday" 102
"4608" "tt0087995" "REPO MAN (Parkway Classics)" 360 2013-04-18 1 "21:15" 1 6 60 "Thursday" 60
"4609" "tt0087995" "REPO MAN (Party at the Parkway) - Evan Weissman" 369 2013-08-11 2 "21:00" 1 6 62 "Sunday" 62
"4610" "tt0088178" "STOP MAKING SENSE ~~ presented with SpinningPlatters.com" 324 2013-02-08 2 "23:55" 1 6 54 "Friday" 54
"4611" "tt0088178" "STOP MAKING SENSE ~~ presented with SpinningPlatters.com" 192 2013-02-09 2 "23:55" 1 6 32 "Saturday" 32
"4612" "tt0088194" "STREETS OF FIRE presented with SpinningPlatters.com (<a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/378161\">Purchase Tickets Online</a>)" 216 2013-05-11 2 "22:30" 1 6 36 "Saturday" 36
"4613" "tt0088323" "THE NEVERENDING STORY (New Parkway Family Classics)" 174 2013-04-05 1 "16:00" 1 6 29 "Friday" 29
"4614" "tt0088323" "THE NEVERENDING STORY (New Parkway Family Classics)" 342 2013-04-06 1 "12:30" 1 6 57 "Saturday" 57
"4615" "tt0088763" "BACK TO THE FUTURE (New Parkway Family Classics)" 204 2013-06-28 1 "16:00" 1 6 34 "Friday" 34
"4616" "tt0088763" "BACK TO THE FUTURE (New Parkway Family Classics)" 248 2013-06-29 1 "12:30" 1 6 41 "Saturday" 41
"4617" "tt0089218" "GOONIES (Parkway Classics)" 864 2013-01-17 1 "21:00" 1 6 144 "Thursday" 144
"4618" "tt0089489" "LIFEFORCE (Thrillville Theater)" 142 2013-07-28 2 "18:00" 1 6 24 "Sunday" 24
"4619" "tt0090633" "AN AMERICAN TAIL (New Parkway Family Classics)" 108 2013-04-12 1 "16:00" 1 6 18 "Friday" 18
"4620" "tt0090633" "AN AMERICAN TAIL (New Parkway Family Classics)" 174 2013-04-13 1 "12:30" 1 6 29 "Saturday" 29
"4621" "tt0090756" "BLUE VELVET (Parkway Classics) <a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/342653\">Purchase Tickets Online</a>" 432 2013-02-28 1 "21:00" 1 6 72 "Thursday" 72
"4622" "tt0091790" "PRETTY IN PINK (Parkway Classics)" 294 2013-01-31 2 "22:00" 2 6 49 "Thursday" 24
"4623" "tt0092076" "TEXAS CHAINSAW MASSACRE 2 with host Misery Ann Mayhem (Parkway Grindhouse) <a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/339174\">Purchase Tickets Online</a>" 124 2013-02-22 2 "23:55" 1 6 21 "Friday" 21
"4624" "tt0092076" "TEXAS CHAINSAW MASSACRE 2 (Parkway Grindhouse)" 44 2013-02-23 2 "23:55" 1 6 7 "Saturday" 7
"4625" "tt0092991" "THE EVIL DEAD 2 (Parkway Classics) <a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/369429\">Purchase Tickets Online</a>" 342 2013-04-11 2 "21:00" 1 6 57 "Thursday" 57
"4626" "tt0096256" "THEY LIVE" 204 2013-03-08 1 "23:55" 1 6 34 "Friday" 34
"4627" "tt0096446" "WILLOW -- Brand New, Remastered DCP! (<a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/408791\">Purchase Tickets Online</a>)" 345 2013-06-21 1 "21:30" 2 6 58 "Friday" 29
"4628" "tt0096446" "WILLOW - Brand New, Remastered DCP! (New Parkway Family Classics)" 111 2013-06-22 1 "12:30" 1 6 18 "Saturday" 18
"4629" "tt0097493" "HEATHERS (Parkway Classics) <a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/378104\">Purchase Tickets Online</a>" 618 2013-05-23 1 "21:15" 1 6 103 "Thursday" 103
"4630" "tt0097523" "HONEY, I SHRUNK THE KIDS (New Parkway Family Classics)" 218 2013-06-14 1 "16:00" 1 6 36 "Friday" 36
"4631" "tt0097523" "HONEY, I SHRUNK THE KIDS (New Parkway Family Classics)" 114 2013-06-15 2 "12:30" 1 6 19 "Saturday" 19
"4632" "tt0100332" "PARIS IS BURNING (Spectrum Queer Media) <a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/375341\">Purchase Tickets Online</a>" 222 2013-04-21 2 "15:00" 1 6 37 "Sunday" 37
"4633" "tt0103873" "DEAD ALIVE aka BRAINDEAD (Parkway Grindhouse) with guest host Misery Ann Mayhem (<a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/377597\">Purchase Tickets Online</a>)" 444 2013-04-26 2 "22:45" 1 6 74 "Friday" 74
"4634" "tt0106677" "DAZED AND CONFUSED (Parkway Classics) <a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/375350\">Purchase Tickets Online</a>" 201 2013-04-25 1 "21:00" 1 6 34 "Thursday" 34
"4635" "tt0107048" "GROUNDHOG DAY" 156 2013-02-01 1 "21:00" 1 6 26 "Friday" 26
"4636" "tt0107048" "GROUNDHOG DAY" 480 2013-02-02 1 "22:00" 1 6 80 "Saturday" 80
"4637" "tt0110912" "PULP FICTION (Parkway Classics) <a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/378056\">Purchase Tickets Online</a>" 354 2013-05-02 2 "21:00" 1 6 59 "Thursday" 59
"4638" "tt0112431" "BABE (New Parkway Family Classics)" 144 2013-03-08 1 "16:00" 1 6 24 "Friday" 24
"4639" "tt0112682" "La cité des enfants perdus THE CITY OF LOST CHILDREN (Cinéma du Monde)" 220 2013-03-04 1 "19:15" 1 6 37 "Monday" 37
"4640" "tt0115734" "BOTTLE ROCKET (Parkway Classics) <a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/397091\">Purchase Tickets Online</a>" 106 2013-06-20 2 "21:15" 1 6 18 "Thursday" 18
"4641" "tt0117008" "MATILDA (New Parkway Family Classics)" 84 2013-01-25 1 "16:00" 1 6 14 "Friday" 14
"4642" "tt0117008" "MATILDA (New Parkway Family Classics)" 78 2013-01-26 1 "11:00" 1 6 13 "Saturday" 13
"4643" "tt0117802" "SWINGERS (Parkway Classics)" 72 2013-02-07 2 "21:15" 2 6 12 "Thursday" 6
"4644" "tt0118125" "THE WATERMELON WOMAN (Spectrum Queer Media) <a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/367704\">Purchase Tickets Online</a>" 107 2013-04-14 2 "15:00" 1 6 18 "Sunday" 18
